ticker,group,event,horizon,car,beta
SREN.SW,cat-exposed,Maria_2017,1 month,0.03471407354323647,0.6072384854802465
SREN.SW,cat-exposed,Michael_2018,1 month,-0.021015129332476533,0.17024377222405374
SREN.SW,cat-exposed,Laura_2020,1 month,-0.051398953407001596,0.7794195040910252
SREN.SW,cat-exposed,Ida_2021,1 month,-0.058851049444443436,0.4995209215269393
SREN.SW,cat-exposed,Ian_2022,1 month,0.04343776353033339,0.33541041681185446
SREN.SW,cat-exposed,Helene_2024,1 month,-0.06953222315075586,0.23409598076782953
SREN.SW,cat-exposed,Milton_2024,1 month,-0.0210014253276835,0.22874424328721138
SREN.SW,cat-exposed,Katrina_2005,3 months,0.0994288211733367,0.2197132439351726
SREN.SW,cat-exposed,Rita_2005,3 months,0.13787377959995195,0.2032369993076767
SREN.SW,cat-exposed,Wilma_2005,3 months,0.056013949961473394,0.1965098475362389
SREN.SW,cat-exposed,Ike_2008,3 months,0.05373455407483249,0.6493558848088273
SREN.SW,cat-exposed,Sandy_2012,3 months,-0.005957268613349719,0.9562764661176675
SREN.SW,cat-exposed,Harvey_2017,3 months,-0.005325115713994569,0.6343052492747024
SREN.SW,cat-exposed,Irma_2017,3 months,0.025933662876655283,0.599998153010218
SREN.SW,cat-exposed,Maria_2017,3 months,0.018338580621408952,0.6072384854802465
SREN.SW,cat-exposed,Michael_2018,3 months,0.04899133256405537,0.17024377222405374
SREN.SW,cat-exposed,Laura_2020,3 months,0.17002533426663138,0.7794195040910252
SREN.SW,cat-exposed,Ida_2021,3 months,-0.026643507668358987,0.4995209215269393
SREN.SW,cat-exposed,Ian_2022,3 months,0.18019233011129154,0.33541041681185446
SREN.SW,cat-exposed,Helene_2024,3 months,0.04657511732851565,0.23409598076782953
SREN.SW,cat-exposed,Milton_2024,3 months,0.1103022142817697,0.22874424328721138
MUV2.DE,cat-exposed,Katrina_2005,1 week,-0.020918019431424514,0.47891452647548816
MUV2.DE,cat-exposed,Rita_2005,1 week,0.045429249686573754,0.4791044253066694
MUV2.DE,cat-exposed,Wilma_2005,1 week,-0.01696226757972567,0.4763721586154923
MUV2.DE,cat-exposed,Ike_2008,1 week,-0.003189918119282896,0.42749407919606075
